Species,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,Family,Discrete,m1_opcr,m2_opcr,m1_dne,m2_dne,RFI_m1,RFI_m2,RLGA,log_cuberoot_mass,large_mammal,small_mammal,bird,herptile,fish,egg,carrion,hard_invert,soft_invert,seed,fruit,root,plant,hopkins_pineda,hopkins_van_valk,pineda,pantheria,mass_kg,phylo,m1_tooth_length,class3,class4,class5,class6
Procyon_cancrivorus,0.26236308571870004,-0.43902007041905483,0.6645492668163656,-1.3270278713152792,-0.6274782439258884,-0.19212078173009606,-0.2170098217498228,-1.3374783217664366,-0.13493078265417172,-0.943705224757623,-0.29174503196425516,-0.5047678504658638,0.03824344347275915,Procyonidae,Omnivore,0.49806441717592825,0.528751443827806,1.3411860203009225,1.023715971050157,-0.45240192694299197,0.44691923893411245,1.2523756646510869,-0.01354788349600708,2,3,2,3,2,1,1,3,1,1,4,1,1,Hypocarnivore-Omnivorous,Hypocarnivore,NA,Omnivore,6.93171999546378,Procyon_cancrivorus,NA,1,2,2,2
Tremarctos_ornatus,-0.4892706816975899,-1.5574804041416375,-2.405449827247321,-0.9731527740447867,-0.16193292592315905,-0.8317597979637005,-0.0805700514870869,0.6682392548366782,0.687870983197553,-0.7123980307643251,0.7249391267453454,-0.4354813216697888,-0.40631111071763726,Ursidae,Herbivore,2.4128016966337174,3.361449863518925,-0.032170848904313716,0.9097741853073341,-1.21192689727244,0.3474492571706136,1.130977963363824,1.8972107111013203,2,2,2,1,1,1,2,2,2,1,4,1,4,Hypocarnivore-Omnivorous,Hypocarnivore,NA,Omnivore,123.1769701469122,Tremarctos_ornatus,NA,1,2,2,6
Ursus_arctos,-2.2950576568537207,0.40719102031805493,-2.6746145688885914,1.8477329195582841,-1.055973357658806,-0.15620760196846692,0.3081766076698557,-0.43191128649367955,-0.6954793795130697,-0.4107408532596041,-0.20007906387101534,1.0941559402790664,-0.227103094557628,Ursidae,Omnivore,0.8318668353237515,0.8870805223027096,-0.5207774184894647,0.6088214141626496,-0.11155739121649436,0.39351091301673086,1.337062080609338,2.2066214803471036,3,2,3,1,3,3,3,3,3,3,3,3,3,Hypocarnivore-Omnivorous,Hypocarnivore,Herbivore,Omnivore,196.2874997622817,Ursus_arctos,NA,1,2,2,2
Bdeogale_jacksoni,-0.08400475862841049,2.0196049793954107,1.1500902383437368,0.7253799766251141,1.057231664393225,0.0843523548097791,0.8414230130456178,0.43594253208084793,0.31027782337660914,0.6682108104196051,0.35429221736212,0.3232189567607243,1.1817763124750205,Herpestidae,Omnivore,0.5278804442589475,0.40493198210000697,0.06644552447940819,0.5758288398067989,-0.9173530189422642,0.7302026516367761,1.862901693978678,-0.690738241313351,1,4,3,3,1,3,3,4,2,1,1,1,1,Mesocarnivore,Mesocarnivore,NA,Carnivore,2.4999996703146334,Bdeogale_jacksoni,NA,1,2,2,2
Hydrictis_maculicollis,-0.47668255070134385,-1.3466300411298588,2.44467405140514,1.3736208967373509,-1.8976442615734648,-0.5448849722128335,0.1752700770092081,-0.49356618468298175,-0.5299260095526785,0.724812420514834,1.0305068466158362,0.40896658430753474,-0.16334812597540507,Mustelidae,Piscivore,1.2945293245430132,0.07669931438765187,1.6768333203103496,0.15186033002045632,-0.5023247046230233,0.39137868699644707,0.027105363044677592,-0.34932840430493595,1,1,2,3,4,1,1,4,2,1,1,1,1,Mesocarnivore,Mesocarnivore,NA,Carnivore,4.1805300051950365,Hydrictis_maculicollis,NA,2,3,3,3
Lontra_canadensis,-0.7683865148052951,-0.9344204180089757,1.7394945562949937,0.4885002461653374,-2.3300740896253136,-0.5599498643004319,-0.06848802406803609,0.024532142078342607,-0.07170183820063025,0.18823239247193332,0.5232598392859611,0.10093645651281541,0.15151587413902765,Mustelidae,Piscivore,0.8363221037384553,0.1423458479301229,0.8247686744292766,-0.05341795529616369,-0.6636337377596367,0.09470737865346913,0.7509281849610682,0.08884688666191552,1,2,2,3,4,1,1,4,2,1,2,1,2,Mesocarnivore,Mesocarnivore,NA,Carnivore,8.087420008332078,Lontra_canadensis,NA,2,3,3,3
Lutra_lutra,0.09352374856745653,0.49539965901299043,2.4256657230295815,-0.23713806403894522,-2.465008246998212,-0.12270149982710077,0.019374889632481965,-0.6435479065252482,-0.6976065149032517,0.35758359481929425,0.4287249839055469,-0.07237822101434542,0.45563411684558697,Mustelidae,Piscivore,2.695539884489933,1.2607607901598523,0.9382494282419878,0.38069905444282265,-0.41391608818506437,0.6502292634951156,0.1612118894328884,0.15008205093275737,1,3,3,4,4,1,1,4,1,1,2,1,1,Mesocarnivore,Mesocarnivore,Carnivore,Carnivore,8.86868999489487,Lutra_lutra,NA,2,3,3,3
Lutrogale_perspicillata,0.34775752645764785,-0.4429342130297053,2.0569039962073687,1.0713697771981434,-1.880147803120427,0.15844062184042815,-0.3929218159521112,0.13468337029268207,-0.36609735995140574,0.8724694436289758,-0.19045445022960125,-0.2858411807337046,0.0017329600650438843,Mustelidae,Piscivore,0.7934829843663015,0.5085525104301227,0.8884617454072563,0.11950452428908516,-0.35180137251119464,0.3337856047141011,0.20758477768690856,0.15335344416600832,1,3,2,3,4,1,1,3,2,1,1,1,1,Mesocarnivore,Mesocarnivore,NA,Carnivore,8.912489993581676,Lutrogale_perspicillata,NA,2,3,3,3
Martes_americana,-0.8487201464280878,2.1958053324923195,0.6928338289569191,1.004706566415733,-0.3259165486863516,-0.8745264117631221,-0.2700831583800815,0.13712365705623003,-0.07995802810305516,-0.3611380219676517,-0.560584631344327,-0.9876314491350843,0.09891001763933277,Mustelidae,Carnivore,-0.2346558805653912,-0.4003994924656298,-0.7264812637809561,-0.15438558031521493,0.1088299779637197,0.2730071400602465,-0.18629839178180455,-1.38884748817857,1,4,3,3,3,3,3,3,3,1,3,1,1,Mesocarnivore,Mesocarnivore,NA,Carnivore,0.8736899994057808,Martes_americana,NA,1,2,2,2
Taxidea_taxus,0.07551579695104894,1.467110024564765,1.3675148655734592,0.9364419818781293,-0.1991452792913892,1.7511414127361875,0.15788744397621157,0.34889169979315476,0.07254220743838477,0.11351846150321743,0.20127602913736745,0.10048736557631177,0.03775304875169577,Mustelidae,Carnivore,0.04362703887612043,-0.31717988686717424,0.4016932443697762,0.45894199917575706,-0.2785569056026378,0.8955799792632049,0.18693869568707758,0.06839689845958029,1,4,3,3,2,3,1,3,2,2,1,1,1,Mesocarnivore,Mesocarnivore,NA,Carnivore,7.842150004229009,Taxidea_taxus,NA,1,2,2,2
Vulpes_rueppellii,-0.016422579330864318,-0.16428826791590412,-0.002096261732833528,-1.9004659448266585,-0.6770214948554613,0.39816397048504937,0.5961440290578783,0.5192164720055704,0.214930205966096,-0.17888493453311852,1.079832036355106,-0.38629461411197497,0.1455550936707721,Canidae,Omnivore,-0.12327417019779116,-0.10509108619149864,0.38328642635328286,0.6149172798008711,0.6822058995850333,0.44984483296037514,0.004904667753313708,-0.5165262769249891,1,3,3,3,1,1,1,3,1,1,3,1,3,Mesocarnivore,Mesocarnivore,NA,Carnivore,3.249970001528098,Vulpes_rueppellii,NA,1,2,2,2
Vulpes_velox,-0.43318136967417464,1.7685088825166122,0.030671449756627476,0.06658695455898299,-0.3933227638428566,0.03032801697475214,0.07508486431207655,0.2713411075407796,0.5167941465372088,1.0072943045775526,0.03430910425310694,-0.10870600660537645,0.20200581161781067,Canidae,Omnivore,-0.6801827220357913,-0.21113548652933645,-0.2822617320573612,0.4272360158256675,-0.1263302382432732,0.26458542910745025,-0.2275571963712523,-0.8103196007096198,1,4,3,3,2,2,3,3,2,2,2,1,2,Mesocarnivore,Mesocarnivore,NA,Carnivore,2.0879998537974256,Vulpes_velox,NA,1,2,2,2
Vulpes_vulpes,-1.3589188349186234,1.1309890224147698,-0.2858217939037119,0.38469107493583937,0.48726554190163834,0.6982718642359357,-1.974853066129126,0.09260700934944181,-0.18178387516924852,0.06263430031967311,-0.3145430589137762,0.31223411934687323,-0.4305778013080975,Canidae,Omnivore,0.23657443252830127,0.043977042283404835,0.18530015139731748,0.7366602373563117,0.9160311463664517,0.5469958856932473,-0.1875902657280552,-0.2547633644944599,1,4,3,1,2,2,2,3,3,3,3,1,1,Mesocarnivore,Mesocarnivore,Carnivore,Carnivore,4.820359994841636,Vulpes_vulpes,NA,1,2,2,2
Vulpes_lagopus,-0.23370675538851735,2.4193376170149947,-0.42057040668706636,2.475165855370276,0.20867353520887852,-0.4371385832810252,-0.8559473617961688,0.7272381597180662,-0.8929151787607413,-0.8983136556927606,0.06688936315883155,0.1956625902778642,0.6067882365215557,Canidae,Carnivore,-0.84742664406468,-0.15801229169342906,-0.3414282795306184,0.1643530936641223,0.09143821254747492,0.2913845619313511,-0.3349430464778674,-0.4514930996723922,2,4,4,1,3,4,3,3,3,1,2,1,1,Mesocarnivore,Mesocarnivore,NA,Carnivore,3.5843699950130836,Vulpes_lagopus,NA,1,2,2,2
Canis_latrans,0.9106373159721198,1.1749019859982015,-0.5696261359067336,-0.6010660071879488,-1.6012251010463245,-1.2271300839975425,0.006297880535668879,-0.6295549302015376,-0.1768453131555939,0.12449605861364726,-0.7048914927560305,0.3268898376409655,0.6291598432668066,Canidae,Omnivore,0.42952182618048207,0.09932211979305723,0.40497531555170097,0.7030212632505359,0.47808073256247474,0.5809317222636817,-0.27258531814859605,0.3502680137020771,3,4,3,3,3,1,3,3,1,1,3,1,2,Mesocarnivore,Mesocarnivore,NA,Carnivore,11.98909999196776,Canis_latrans,NA,1,2,2,2
Lycalopex_culpaeus,1.8473232453458626,0.26507283716144997,-1.1119872205040322,-0.18111425234342043,0.6325772212944204,0.09249678347564977,0.13971432961966584,-1.1052159130878816,0.10026944838528243,-1.0770163085485838,-1.1789568747688592,0.35539702109106436,0.30822533645740646,Canidae,Omnivore,-0.27749499993754506,-0.13033975293860287,0.31639799307921396,0.6499651044883079,0.6619041110739431,0.7607494467147459,-0.1818713117522954,0.13090596437840885,4,4,2,2,1,2,2,2,1,1,3,1,1,Mesocarnivore,Mesocarnivore,NA,Carnivore,8.616240011896068,Lycalopex_culpaeus,NA,3,4,4,4
Neovison_vison,0.7279363662930896,1.6663824910632112,0.9556498437528977,1.6773718126877413,-0.6948061289270986,0.676366362328053,0.12629112821616395,0.4502655661058647,-0.1924205050449644,0.4133016336312622,-0.00983414253309419,-0.9925438450012922,0.10537019508402257,Mustelidae,Carnivore,0.2410297009430051,-0.06711709140385382,0.09241823221823221,0.2103236493554921,-0.17963973969787386,0.4369724363299726,-0.30736442144994036,-1.3062555429341571,1,4,3,3,3,3,2,2,2,1,1,1,1,Mesocarnivore,Mesocarnivore,NA,NA,0.9894065045235114,Neovison_vison,NA,1,2,2,2
Canis_adustus,-1.8956394037596682,0.6322480118457061,8.661217458345066e-4,-0.9180452898549661,0.7368265679704219,-0.07510470278189349,-0.7337913872379282,0.35493833083418613,0.8895538988287535,-0.7420154739461908,-0.6076446639038804,0.07950419563164976,0.26161794520191606,Canidae,Omnivore,0.7592116888685784,0.7052901217235591,0.6088072079014254,0.8577448955481571,0.5051597094860941,0.575246956383315,0.17915281267598412,0.2553683719886395,1,4,2,2,1,2,2,4,3,2,4,1,2,Mesocarnivore,Mesocarnivore,NA,Omnivore,10.392489990523988,Canis_adustus,NA,1,2,2,6
Lycalopex_gymnocercus,-0.5468611474573024,1.0392290358419536,0.25864320325412915,-0.23457336779482413,0.4621615776499174,-1.1350449778058662,-1.0485305583427325,0.5147202412068997,-0.5474535696046519,0.5794039908454169,-0.6206965831593018,-0.4469293011435058,-0.0022628535087167528,Canidae,Omnivore,-0.03759593145348344,0.2079923814725939,0.5049580931105571,0.8347169144065932,0.4683932343465924,0.7173013983267779,0.02514269840345068,-0.29416275898717187,1,4,3,2,2,1,3,3,3,1,3,1,1,Mesocarnivore,Mesocarnivore,NA,Omnivore,4.542670004934575,Lycalopex_gymnocercus,NA,1,2,2,2
Mellivora_capensis,-1.3579761046970606,-0.09061585685744152,1.0869101999192723,-0.029468867413689447,1.3246666080242653,-0.21715715690500212,-0.15508356985856922,1.265167065154076,-0.5283613721964285,0.6600280752029795,-1.3975706925205826,0.3724692667865171,0.3260447537682542,Mustelidae,Carnivore,-1.031463500887453,-1.0645404225814596,-1.1358910537686449,-1.6390912243675282,-1.0681657901195674,-1.7209097243318139,-0.516263157746335,0.15984089626488304,1,4,2,2,1,1,2,4,4,1,2,2,1,Mesocarnivore,Mesocarnivore,NA,Omnivore,8.999989997979586,Mellivora_capensis,NA,1,2,2,2
Mephitis_mephitis,-1.679911970735689,0.29466164867691436,0.78578341724048,0.706618889775875,1.6165625855556858,0.12014571404573438,-0.7416577642557547,1.171461430729118,-0.5864064743233519,-1.6695198336789747,0.3133430062773386,0.3387904765360868,-0.12679832887575934,Mephitidae,Omnivore,-0.6887505459102221,0.006003047495760012,1.3486981265392295,0.2747964725840546,-0.16957763633677667,0.7248141483188335,0.3535708635299152,-0.7178479896918307,1,3,3,1,1,3,1,4,4,1,3,1,1,Mesocarnivore,Mesocarnivore,NA,Omnivore,2.39999000317146,Mephitis_mephitis,NA,1,2,2,6
Urocyon_cinereoargenteus,-1.5129629833966922,0.7624826029227192,-0.308409215739581,-1.4464179441868639,0.9063448488592208,0.4154823514962428,-2.089014213258949,-0.5736880630968504,-0.1651016890516562,0.02034916369738316,-0.015411078311364448,0.7496253367782796,0.2705401455443799,Canidae,Omnivore,0.133760546035132,0.6648922549281923,0.445325235638358,0.9944750782375842,-0.12571277733878336,0.48168908830508345,0.14870258689342056,-0.4068368306899416,1,4,3,1,1,1,2,4,2,3,4,1,1,Mesocarnivore,Mesocarnivore,NA,Omnivore,3.833709997150108,Urocyon_cinereoargenteus,NA,1,2,2,2
Vulpes_chama,-0.49397039067078985,1.5581569699587172,0.5069411881534208,0.2995934633173516,0.6528806778316434,0.36784235743613336,0.7775112351557895,1.314628300240086,0.4138178392399059,-0.31912176496051475,-0.009832049677316107,-0.3630943737514745,-0.0077028778133723325,Canidae,Carnivore,-0.2901753792717025,-0.11761442489806229,0.06319246281412623,0.4624947701199632,0.3492398269568395,0.6128143684332266,0.11797490004879874,-0.587664346726299,1,4,3,3,1,3,2,3,3,1,2,1,2,Mesocarnivore,Mesocarnivore,NA,Omnivore,2.919800000631428,Vulpes_chama,NA,1,2,2,2
Canis_aureus,0.740762723436042,1.1281912124418965,-0.9221996021772128,-0.5117517461257779,-0.12798233895650252,-0.1754819125258781,-1.0461404266443006,-1.0278492349466697,-0.30255140172483536,0.7929430890939183,-0.3435147191744676,-0.27537606052954666,0.04772889646485903,Canidae,Omnivore,0.6135586830032552,-0.11276668088261838,0.31023430991068285,0.5647200927684394,0.4612909321384882,0.6994135768156667,-0.12906815080723852,0.2067451226871471,2,4,3,2,2,1,3,2,1,2,3,1,1,Mesocarnivore,Mesocarnivore,Carnivore,Omnivore,9.658699994214787,Canis_aureus,NA,1,2,2,2
Chrysocyon_brachyurus,0.5787248637419149,0.5308709199106632,0.43330752523780414,-2.1330557592312296,0.08726347401724417,0.2449669214311909,-0.20227684319765327,-0.7355314104086781,-0.4991298231499845,-0.9628043458671989,-0.32197638695629643,-0.28683754467845934,0.13924440506943936,Canidae,Omnivore,0.47647350101236285,0.06155011433938934,0.14645065465772628,0.5581792850538627,0.26664210934187743,0.4793075321634872,-0.02699157700997719,0.7921991370732226,2,4,3,3,1,1,1,3,1,1,4,1,1,Mesocarnivore,Mesocarnivore,NA,Omnivore,23.325000029543272,Chrysocyon_brachyurus,NA,1,2,2,2
Canis_mesomelas,0.6501844899550449,0.4987000384880292,-1.33127636018787,-1.3837806111057749,-0.4500228418686418,-1.111403259082592,1.159780008326571,-0.24862637591382825,0.35780047709837626,0.09242341062163058,0.2698980757287956,0.6519390122264888,0.2754245333135184,Canidae,Omnivore,0.30957229193845126,0.2635394483162232,0.33649695298389753,0.6667122387062392,1.1264713959501653,0.7381911065832998,-0.17296346072621194,0.10184602666326349,3,3,3,3,1,1,3,3,1,1,3,1,3,Mesocarnivore,Mesocarnivore,NA,Omnivore,8.247299991308084,Canis_mesomelas,NA,1,2,2,2
Conepatus_mesoleucus,-2.2172028795974073,-0.239461680811861,0.8271835162928506,0.4451036270202891,1.3781578521539568,-0.5474124597005211,-0.23283043541776532,0.018364243704013395,0.267263112970063,-0.30132591112225443,0.09261308687564347,0.5346508950315438,-0.8864877831626686,Mustelidae,Insectivore,0.472018232597659,0.013678642186879753,0.9315364822417992,0.24860936290232993,-1.3412774886890346,-0.1293533463264435,0.6165790100410571,-0.5076086446621046,1,2,2,2,1,2,2,4,4,2,3,1,1,NA,NA,NA,NA,3.2939099967791714,Conepatus_mesoleucus,NA,1,2,5,5
Parahyaena_brunnea,-0.20613671023220367,1.9878403159580629,-0.181670282565448,0.07345457964399031,1.0123176589394958,-0.8956313410324255,0.718639103257258,-1.1596706835758344,0.36546674272316026,0.26106138352200703,0.9594674443888915,-0.9482731907632775,0.8496717495713324,Hyaenidae,Carnivore,1.1961707064645477,-1.0645404225814596,-0.524133891489559,-1.6390912243675282,-0.2035184625995789,-1.7209097243318139,-1.0247566242819581,1.1980289771363999,1,3,3,3,1,3,4,3,1,1,3,1,1,NA,NA,NA,NA,42.977930037873996,Parahyaena_brunnea,NA,1,2,2,2
Pekania_pennanti,0.542389123580729,2.5297444883006155,-0.2659611883644051,0.0042968893919336304,1.035485022172527,-0.6704327511400137,0.38367164165107365,0.22898795978817238,-0.4424807309999519,1.3060323602894566,0.3037148821046121,-0.8744916710249016,-0.07884074003902002,Mustelidae,Carnivore,0.7379634856599899,0.6196466441173814,-0.20039407902808604,-0.0058592986553416635,-0.6621018951583952,-0.25679944380987363,-0.21294106201612145,-0.4214967507470907,1,4,4,3,1,2,4,2,2,1,2,1,1,NA,NA,NA,NA,3.7500000000663025,Pekania_pennanti,NA,1,2,2,2
Proteles_cristatus,-0.4410457744632445,-2.6635805821247227,1.2990665133032617,0.84252927750552,1.093044350030467,0.12494551654555033,-0.12413965340551203,-0.0990095151841996,0.12745758122706521,0.61201479853032,1.2556940678807453,0.839717278408458,0.42872620382824184,Hyaenidae,Insectivore,-1.862542416707238,-1.0645404225814596,-2.44499543982922,-1.6390912243675282,1.1488801097189092,-1.7209097243318139,-1.531264564216185,1.2905373084047014,1,1,1,1,1,1,1,4,2,1,1,1,1,NA,NA,NA,NA,49.40244910553018,Proteles_cristatus,NA,1,2,2,2
Viverra_zibetha,-0.30537543726371114,-0.3309902625423859,0.22471920001900747,-0.20280393562075122,0.07734898513404935,0.21161151974208015,-0.8682761518475542,-0.5158119986235822,-0.12074117784575787,-1.1752911501585432,-0.06472002719344126,-1.57151036952719,-0.4159532882037118,Viverridae,Carnivore,0.395250530682759,-0.32485548155829397,0.6765244502584469,0.992036731982296,0.1378066511978981,0.9127077044905751,0.09946589173482177,0.17072833400433426,1,3,2,2,2,2,1,2,2,1,4,1,1,NA,NA,NA,NA,9.148769999799587,Viverra_zibetha,NA,1,2,2,2
